neighbourhood,name,href,rating,category
Ang Mo Kio,Atlas Coffeehouse,https://s3-media0.fl.yelpcdn.com/bphoto/RXjdcqDM273hBjG5wK4nBA/348s.jpg,4 star rating,"['Coffee & Tea', 'Breakfast & Brunch']"
Ang Mo Kio,L’Rez,https://s3-media0.fl.yelpcdn.com/bphoto/JXeDT-YFKBFiB7nBOQEEtw/348s.jpg,4 star rating,['Breakfast & Brunch']
Ang Mo Kio,Momiji Japanese Buffet Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/mHz_Ap6PNfRNGdYDfXh4kQ/348s.jpg,4 star rating,"['Japanese', 'Buffets']"
Ang Mo Kio,Chok Chai Mookata,https://s3-media0.fl.yelpcdn.com/bphoto/UD3rqFctqwjXJnAzsE_NSA/348s.jpg,4 star rating,['Chinese']
Ang Mo Kio,Soon Lee Heng Satay,https://s3-media0.fl.yelpcdn.com/bphoto/vrHj9eRuYt9HIM9PKLOFSg/348s.jpg,5 star rating,['Asian Fusion']
Ang Mo Kio,Thonglor Thai Cuisine,https://s3-media0.fl.yelpcdn.com/bphoto/nYQ6u2DUmQ6fNZlChJY_sA/348s.jpg,3 star rating,['Thai']
Ang Mo Kio,Crystal Jade Steamboat,https://s3-media0.fl.yelpcdn.com/bphoto/h1S1vQMLskhvqExk-4UTmw/348s.jpg,3.5 star rating,"['Cantonese', 'Soup', 'Do-It-Yourself Food']"
Ang Mo Kio,Hong Heng Beef Noodle,https://s3-media0.fl.yelpcdn.com/bphoto/78rHwqZyjdgTs0nHPIYRow/348s.jpg,,['Singaporean']
Ang Mo Kio,Tamako,https://s3-media0.fl.yelpcdn.com/bphoto/e_Ae2WJnjdKu9rzzFZpKzg/348s.jpg,4 star rating,['Japanese']
Ang Mo Kio,Les Patisseries SG,https://s3-media0.fl.yelpcdn.com/bphoto/Uqm8aRIEIV8t4Z6W4Z_8GQ/348s.jpg,4 star rating,['Cafes']
Ang Mo Kio,Big Bern’s American Grill,https://s3-media0.fl.yelpcdn.com/bphoto/usUuU-3WoDWYNC7cuBtS2w/348s.jpg,4.5 star rating,['American (Traditional)']
Ang Mo Kio,Gyu-Kaku,https://s3-media0.fl.yelpcdn.com/bphoto/Zx_vQmaqlfpG2Y85NjamSQ/348s.jpg,4 star rating,"['Japanese', 'Barbeque']"
Ang Mo Kio,One Man Coffee,https://s3-media0.fl.yelpcdn.com/bphoto/GJ1vZD3pK95gM8pgN01q4g/348s.jpg,4 star rating,['Cafes']
Ang Mo Kio,Plum Village,https://s3-media0.fl.yelpcdn.com/bphoto/9gtQjFrl8euYcVHptwH8Bg/348s.jpg,3 star rating,['Singaporean']
Ang Mo Kio,Casa Manini,https://s3-media0.fl.yelpcdn.com/bphoto/veqk8u78LKYDqJPt5iWxUg/348s.jpg,5 star rating,['Italian']
Ang Mo Kio,Collin’s Grille Bento,https://s3-media0.fl.yelpcdn.com/bphoto/-XB1YBsDAeGg149fFHp3WA/348s.jpg,3 star rating,"['Fast Food', 'Singaporean']"
Ang Mo Kio,Cottontail Creamery,https://s3-media0.fl.yelpcdn.com/bphoto/0--cMEulnBCszgz7-HwPeA/348s.jpg,5 star rating,"['Cafes', 'Ice Cream & Frozen Yogurt', 'Breakfast & Brunch']"
Ang Mo Kio,Yi Dian Xin Hong Kong Dim Sum,https://s3-media0.fl.yelpcdn.com/bphoto/bE7-ixeHAlivfq096Y3_ig/348s.jpg,3.5 star rating,"['Delicatessen', 'Dim Sum']"
Ang Mo Kio,Dolphins,https://s3-media0.fl.yelpcdn.com/bphoto/cyNrZFgJ7NnoJqa59HlzKQ/348s.jpg,4 star rating,['Restaurants']
Ang Mo Kio,Mrs Pho House Rangoon,https://s3-media0.fl.yelpcdn.com/bphoto/sRYym5uYaZvI6SWIaDEBEA/348s.jpg,5 star rating,['Vietnamese']
Ang Mo Kio,Le Steak By Chef Amri,https://s3-media0.fl.yelpcdn.com/bphoto/4KMl7ra8OkvMg47MULw-Tw/348s.jpg,4 star rating,"['Halal', 'Steakhouses']"
Ang Mo Kio,Hong Kong Style Chee Cheong Fun,https://s3-media0.fl.yelpcdn.com/bphoto/OUXnGXri8AVtFpCJ9EttBg/348s.jpg,5 star rating,['Chinese']
Ang Mo Kio,Chia Keng Kway Teow Mee,https://s3-media0.fl.yelpcdn.com/bphoto/aiTZwIU-57XL-sJExEZY8A/348s.jpg,,['Chinese']
Ang Mo Kio,Fried Hokkien Big Prawn Mee,https://s3-media0.fl.yelpcdn.com/bphoto/-40QdEkzeDfxq5qJTT3w1A/348s.jpg,4 star rating,"['Chinese', 'Asian Fusion']"
Ang Mo Kio,Soi 19 Thai Wanton Mee,https://s3-media0.fl.yelpcdn.com/bphoto/NnFOd5nqVtavMNEgVduK_A/348s.jpg,4 star rating,"['Thai', 'Chinese']"
Ang Mo Kio,Teng Sheng Korean Bbq Buffet Restaurant,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Korean', 'Buffets', 'Barbeque']"
Ang Mo Kio,Pok Pok Thai Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/Un5Les9DtV0mJoZeHoxPig/348s.jpg,2 star rating,['Thai']
Ang Mo Kio,Cornerstone,https://s3-media0.fl.yelpcdn.com/bphoto/g8_SXcNIDztTMS2VtXBcGA/348s.jpg,3.5 star rating,['Restaurants']
Ang Mo Kio,Dian Xiao Er,https://s3-media0.fl.yelpcdn.com/bphoto/mLaThewjlU405yYzRDi3ew/348s.jpg,5 star rating,['Chinese']
Ang Mo Kio,Swatow Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/RMnPzrdTfoWs9U9DMt4hLQ/348s.jpg,3 star rating,"['Seafood', 'Dim Sum', 'Breakfast & Brunch']"
Ang Mo Kio,Wheeler’s Estate,https://s3-media0.fl.yelpcdn.com/bphoto/gV0Mty2f0Tf73XcXMTVe9w/348s.jpg,3 star rating,"['Bistros', 'Breakfast & Brunch']"
Ang Mo Kio,HaiDiLao Hotpot,https://s3-media0.fl.yelpcdn.com/bphoto/SR5zB3C3bPMLiwMeAwekOA/348s.jpg,4.5 star rating,['Hot Pot']
Ang Mo Kio,Su Korean BBQ,https://s3-media0.fl.yelpcdn.com/bphoto/ApsoXYnNdH2wMVSmhPwkbA/348s.jpg,4.5 star rating,"['Korean', 'Barbeque']"
Ang Mo Kio,HaiDiLao Hotpot,https://s3-media0.fl.yelpcdn.com/bphoto/SR5zB3C3bPMLiwMeAwekOA/348s.jpg,4.5 star rating,['Hot Pot']
Ang Mo Kio,La Ristrettos,https://s3-media0.fl.yelpcdn.com/bphoto/KVXAyRQNTlnarJIbI0Vljw/348s.jpg,4 star rating,['Cafes']
Ang Mo Kio,TSP Coffee,https://s3-media0.fl.yelpcdn.com/bphoto/kt92dcw4G_cCV-iSqGu7fQ/348s.jpg,4 star rating,['Cafes']
Ang Mo Kio,Young’s Bar & Resturant,https://s3-media0.fl.yelpcdn.com/bphoto/o1veoFta7RiD1R1NyQ074Q/348s.jpg,2 star rating,"['Italian', 'Bars', 'Modern European']"
Ang Mo Kio,Fragrant Garden,https://s3-media0.fl.yelpcdn.com/bphoto/lS8AP26coBUEXVdeDrLX_Q/348s.jpg,5 star rating,['Teochew']
Ang Mo Kio,Parker Korean Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/Xq1q3mMFzahBDwZa5PDApw/348s.jpg,4 star rating,['Korean']
Ang Mo Kio,GRUB - CLOSED,https://s3-media0.fl.yelpcdn.com/bphoto/jLrRX_Nbg44nyLarGrZmPw/348s.jpg,3 star rating,"['Bistros', 'Breakfast & Brunch', 'Burgers']"
Ang Mo Kio,Kazokutei,https://s3-media0.fl.yelpcdn.com/bphoto/b7bsxeB5l6a0jmwonuu-1Q/348s.jpg,3.5 star rating,['Japanese']
Ang Mo Kio,Stackz,https://s3-media0.fl.yelpcdn.com/bphoto/UvQjA2Eer-hBBpOntbqicw/348s.jpg,5 star rating,"['Desserts', 'Burgers', 'Pizza']"
Ang Mo Kio,Sin Ming Roti Prata,https://s3-media0.fl.yelpcdn.com/bphoto/gMDoFxBIArEOuU3ZOd3O9A/348s.jpg,4.5 star rating,['Indian']
Ang Mo Kio,Fatboy’s The Burger Bar,https://s3-media0.fl.yelpcdn.com/bphoto/foIGtwJ5zKag5PbBcJP0oQ/348s.jpg,4 star rating,"['Bars', 'Burgers']"
Ang Mo Kio,Olivia & Co,https://s3-media0.fl.yelpcdn.com/bphoto/Yv1H_xLBmF9zwkf56L9qmQ/348s.jpg,4 star rating,"['Coffee & Tea', 'Patisserie/Cake Shop', 'Breakfast & Brunch']"
Ang Mo Kio,Imperial Court Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/WNhJ6bLqT-KqlgevnuiKCA/348s.jpg,2.5 star rating,['Singaporean']
Ang Mo Kio,Wildseed Café by The Summerhouse,https://s3-media0.fl.yelpcdn.com/bphoto/4jHxLLmtZ4g5W01bIn17iA/348s.jpg,1.5 star rating,['Cafes']
Ang Mo Kio,The Workbench,https://s3-media0.fl.yelpcdn.com/bphoto/APn1Buj0RvS6JUUGItEZ0g/348s.jpg,3 star rating,"['Bistros', 'Coffee & Tea']"
Ang Mo Kio,Tim Ho Wan,https://s3-media0.fl.yelpcdn.com/bphoto/7UIl7bA8bSL9wBhiGvUS_A/348s.jpg,4 star rating,"['Dim Sum', 'Cantonese']"
Ang Mo Kio,Watami Japanese Dining,https://s3-media0.fl.yelpcdn.com/bphoto/DzClK5guHxSetNjBXURGcg/348s.jpg,3 star rating,['Japanese']
Ang Mo Kio,Chong Chong Fried Carrot Cake and Vegetarian Pancake,https://s3-media0.fl.yelpcdn.com/bphoto/gtoR6bFL9BneZYKxULz2Ow/348s.jpg,,"['Shopping', 'Fast Food']"
Ang Mo Kio,Omoté,https://s3-media0.fl.yelpcdn.com/bphoto/e2184YHr4SckCnvmdDhTrA/348s.jpg,4.5 star rating,"['Japanese', 'Sushi Bars']"
Ang Mo Kio,Mai Thai,https://s3-media0.fl.yelpcdn.com/bphoto/HpBUBsaORK_kNUS12JWrwg/348s.jpg,5 star rating,['Thai']
Ang Mo Kio,Nam Kee Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/u0sbShEUN3aKNtlkS4GpBA/348s.jpg,4 star rating,['Chinese']
Ang Mo Kio,Builders Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/Af00wM1hornJGNsFWZ6Q3Q/348s.jpg,4.5 star rating,['Cafes']
Ang Mo Kio,Rong Ji Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/3znxfLx8-RVQbiA-66a5hg/348s.jpg,1.5 star rating,"['Chinese', 'Seafood']"
Ang Mo Kio,Moonstone A.S.M,https://s3-media0.fl.yelpcdn.com/bphoto/o6eHU8Z7cawSk14UN1M6pw/348s.jpg,,['Breakfast & Brunch']
Ang Mo Kio,LeBan HK Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/znoXrsB_dsbBkAd4zI_-qQ/348s.jpg,3.5 star rating,['Chinese']
Ang Mo Kio,New Ubin,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Seafood', 'Singaporean']"
Ang Mo Kio,Toon Food House,https://s3-media0.fl.yelpcdn.com/bphoto/MBvEsW3chFPXGUBgU9AYyA/348s.jpg,4.5 star rating,['Chinese']
Ang Mo Kio,Nakhon Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/k9bfV8d0omBbdvTOf7CMeQ/348s.jpg,4 star rating,['Thai']
Ang Mo Kio,White Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/7dLmUPVwaJ_1s-qRiMVqCQ/348s.jpg,4 star rating,['Singaporean']
Ang Mo Kio,Fu Shi Roasted Wanton Mee,https://s3-media0.fl.yelpcdn.com/bphoto/ly4PtyCeQ4tuve67uUi8dw/348s.jpg,4 star rating,['Chinese']
Ang Mo Kio,Fatty Cheong @ Toa Payoh,https://s3-media0.fl.yelpcdn.com/bphoto/tU4RTsANSRpQNEnX91v_nQ/348s.jpg,,"['Meat Shops', 'Cantonese']"
Ang Mo Kio,Plonk on Maju,https://s3-media0.fl.yelpcdn.com/bphoto/qC45gDIVzPaxRakSToWeAw/348s.jpg,4 star rating,"['Wine Bars', 'Tapas/Small Plates', 'Pizza']"
Ang Mo Kio,Joan Bowen The Special Culinary Centre,https://s3-media0.fl.yelpcdn.com/bphoto/kwfNP3Tr6b269YB7TUAoRw/348s.jpg,,"['American (Traditional)', 'Desserts', 'Coffee & Tea']"
Ang Mo Kio,Moonstone A.S.M,https://s3-media0.fl.yelpcdn.com/bphoto/o6eHU8Z7cawSk14UN1M6pw/348s.jpg,,['Breakfast & Brunch']
Ang Mo Kio,Knuckles,https://s3-media0.fl.yelpcdn.com/bphoto/8WEcBqo2ohUxTqlxEpyTZQ/348s.jpg,4 star rating,"['Bistros', 'Cafes']"
Ang Mo Kio,Hong Kong Street Family Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/NL32zt4446GpKU10XYoelA/348s.jpg,4.5 star rating,['Cantonese']
Ang Mo Kio,Swatow Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/z_WxBZN-npOBEx93zhr_ww/348s.jpg,5 star rating,"['Chinese', 'Seafood']"
Ang Mo Kio,Cheng Mei Shi Lor Mee,https://s3-media0.fl.yelpcdn.com/bphoto/D1ctI-KbXcdX6H9vN-bzTg/348s.jpg,,['Food Court']
Ang Mo Kio,La Petite Cuisine,https://s3-media0.fl.yelpcdn.com/bphoto/D4RsIkjkCUr4c80pxYq4ww/348s.jpg,3.5 star rating,['French']
Ang Mo Kio,Jai Thai,https://s3-media0.fl.yelpcdn.com/bphoto/Q1PJLqJmWN0i_1VAYL-O7Q/348s.jpg,4 star rating,['Thai']
Ang Mo Kio,La Petite Cuisine,https://s3-media0.fl.yelpcdn.com/bphoto/D4RsIkjkCUr4c80pxYq4ww/348s.jpg,3.5 star rating,['French']
Ang Mo Kio,Relish By Wild Rocket,https://s3-media0.fl.yelpcdn.com/bphoto/8TKXoq1fZ8qpABhzV8YD2Q/348s.jpg,3.5 star rating,['Burgers']
Ang Mo Kio,Penang Seafood Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/n8F45PR_g6bxTL22eFZqPA/348s.jpg,4 star rating,"['Malaysian', 'Seafood']"
Ang Mo Kio,Yahava KoffeeWorks,https://s3-media0.fl.yelpcdn.com/bphoto/9HVelT113E3DEJFFpv_6mQ/348s.jpg,4 star rating,['Cafes']
Ang Mo Kio,72 White Bee Hoon,https://s3-media0.fl.yelpcdn.com/bphoto/OeoHG2Nnf5nTPQ6zFeeiNg/348s.jpg,4 star rating,"['Chinese', 'Street Vendors']"
Ang Mo Kio,Fat Belly,https://s3-media0.fl.yelpcdn.com/bphoto/KgAxIRc-gakWiNnFXyUIug/348s.jpg,5 star rating,['Steakhouses']
Ang Mo Kio,Sakurazaka,https://s3-media0.fl.yelpcdn.com/bphoto/c-wQBInHuNq3NfQ7TBcwOw/348s.jpg,4.5 star rating,['Japanese']
Ang Mo Kio,Starker Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/84f3WR7ifYKBMh0kV9HHZg/348s.jpg,3 star rating,"['German', 'Bistros', 'Beer Bar']"
Ang Mo Kio,8 Degrees Taiwanese Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/lIXzQmNdfzTrImw3bx-olA/348s.jpg,3 star rating,['Chinese']
Ang Mo Kio,Chen Cai Eating House,https://s3-media0.fl.yelpcdn.com/bphoto/jwtH-y8GbkTIZ3Qo_AQwsw/348s.jpg,,"['Coffee & Tea', 'Chinese']"
Ang Mo Kio,Pietro Ristorante Italiano,https://s3-media0.fl.yelpcdn.com/bphoto/eLnM25jzZJ7BrI3DwOeQiw/348s.jpg,3 star rating,['Italian']
Ang Mo Kio,Fortune Food Homemade Springroll,https://s3-media0.fl.yelpcdn.com/bphoto/3j3-tEjgsohw9wR5uIPCDg/348s.jpg,5 star rating,['Singaporean']
Ang Mo Kio,The BOILER Seafood Bar & Beer,https://s3-media0.fl.yelpcdn.com/bphoto/x4Ekir-s0H8O18APbPx19A/348s.jpg,4 star rating,"['Seafood', 'Bars']"
Ang Mo Kio,Picotin - Fairways,https://s3-media0.fl.yelpcdn.com/bphoto/nGJwADmK3kwVgc40cgYnFw/348s.jpg,3.5 star rating,"['Sports Bars', 'Bistros', 'Pizza']"
Ang Mo Kio,Yamato Izakaya,https://s3-media0.fl.yelpcdn.com/bphoto/hEHe-nQwcA1Ea-LwIcoNtQ/348s.jpg,4 star rating,"['Sushi Bars', 'Ramen']"
Ang Mo Kio,Baba Blues Restaurant and Bar,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Chinese']
Ang Mo Kio,Zhen Yi Vegetarian,https://s3-media0.fl.yelpcdn.com/bphoto/UuSUo2g-6HfJ_JTAJsIghw/348s.jpg,5 star rating,['Vegetarian']
Ang Mo Kio,Hoe Huat Seafood Garden,https://s3-media0.fl.yelpcdn.com/bphoto/0Azt-jzWbPfwzqBszYreMw/348s.jpg,5 star rating,['Seafood']
Ang Mo Kio,Adam’s Corner,https://s3-media0.fl.yelpcdn.com/bphoto/tWaoEgCfzKOv0kvg3hbMOg/348s.jpg,4 star rating,['Seafood']
Ang Mo Kio,Sumo Big Prawn,https://s3-media0.fl.yelpcdn.com/bphoto/NdhA_H6uRMJUqU_RkGsRzw/348s.jpg,4.5 star rating,"['Noodles', 'Chinese', 'Food Stands']"
Ang Mo Kio,Nine Fresh,https://s3-media0.fl.yelpcdn.com/bphoto/cZzQAwpLLzMrfypByQ5UuA/348s.jpg,4.5 star rating,"['Desserts', 'Taiwanese']"
Ang Mo Kio,Chops Grill and Sides,https://s3-media0.fl.yelpcdn.com/bphoto/sNo8reJUTNlxfV5h8vsd6A/348s.jpg,3.5 star rating,"['Breakfast & Brunch', 'American (Traditional)']"
Ang Mo Kio,NOM,https://s3-media0.fl.yelpcdn.com/bphoto/_9N6_UETiokZ8frfL43JRQ/348s.jpg,3 star rating,['Cafes']
Ang Mo Kio,A&W,https://s3-media0.fl.yelpcdn.com/bphoto/Q--AnoRhG41DIrO740FeBg/348s.jpg,3 star rating,"['Fast Food', 'Burgers', 'Hot Dogs']"
Ang Mo Kio,Jerry’s BBQ & Grill,https://s3-media0.fl.yelpcdn.com/bphoto/3Rv5cxW5KY_8h9OxHYPMUg/348s.jpg,3.5 star rating,['Barbeque']
Ang Mo Kio,Blanco Prawn Noodle House,https://s3-media0.fl.yelpcdn.com/bphoto/q6tl3fhpl7GTeYSBxIIzig/348s.jpg,4 star rating,"['Hokkien', 'Noodles']"
