neighbourhood,name,href,rating,category
Alexandra,Chiak Salad & Noodle Bar,https://s3-media0.fl.yelpcdn.com/bphoto/9PImlR9LxcfoK3Nle87idg/348s.jpg,4 star rating,['Asian Fusion']
Alexandra,Ristorante Takada,https://s3-media0.fl.yelpcdn.com/bphoto/x2-eCylAOO_FEvZkDs4LtA/348s.jpg,4 star rating,['Italian']
Alexandra,Red Baron,https://s3-media0.fl.yelpcdn.com/bphoto/hNuvK-QhGeW5Vj8mbIam9g/348s.jpg,,"['Cafes', 'Coffee & Tea']"
Alexandra,Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/TdkvBkShIbmh35XDGr64rA/348s.jpg,,['Singaporean']
Alexandra,Sakagura Dining Sake Bar,https://s3-media0.fl.yelpcdn.com/bphoto/JeJJ6ORd96yDO1azvruMdw/348s.jpg,4 star rating,['Japanese']
Alexandra,The Carvery,https://s3-media0.fl.yelpcdn.com/bphoto/QT7Ib29IZ2eP_69QY9j3VA/348s.jpg,4 star rating,['Modern European']
Alexandra,Lao Jian Cheng,https://s3-media0.fl.yelpcdn.com/bphoto/n1FOUKOJVPprXQcfdyBp5A/348s.jpg,4 star rating,['Food Stands']
Alexandra,Hai Tang Lor Mee,https://s3-media0.fl.yelpcdn.com/bphoto/ot7ObhUwYfE2ymWCJeEWIA/348s.jpg,5 star rating,['Chinese']
Alexandra,The Travelling C.O.W,https://s3-media0.fl.yelpcdn.com/bphoto/9dvWvL6FKUKEwK3q3DsHkA/348s.jpg,,['Burgers']
Alexandra,Master Prata,https://s3-media0.fl.yelpcdn.com/bphoto/1nDw7BpkoeOe2y0Gc4O3hw/348s.jpg,1.5 star rating,['Singaporean']
Alexandra,Singapore Seafood Republic,https://s3-media0.fl.yelpcdn.com/bphoto/ER69x0eLWvac0mMHHiFVCQ/348s.jpg,4 star rating,['Seafood']
Alexandra,The Pirate Sheep,https://s3-media0.fl.yelpcdn.com/bphoto/QLpAeeg6AHHrxNx1UjlYsA/348s.jpg,5 star rating,"['Asian Fusion', 'Tapas/Small Plates', 'Imported Food']"
Alexandra,John’s Pizzeria and Bakery,https://s3-media0.fl.yelpcdn.com/bphoto/KSL4fJ202zgv1VmaeVFd6Q/348s.jpg,5 star rating,['Pizza']
Alexandra,Curate,https://s3-media0.fl.yelpcdn.com/bphoto/b_EvIZc12DEBdQeSSU5RFg/348s.jpg,5 star rating,['Pop-Up Restaurants']
Alexandra,Bosses Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/T4_Ywn7ims59UhCM20OOxQ/348s.jpg,4 star rating,"['Dim Sum', 'Cantonese']"
Alexandra,Hakim,https://s3-media0.fl.yelpcdn.com/bphoto/dQ_r5LZza9AbZFob6TliPg/348s.jpg,4 star rating,['Middle Eastern']
Alexandra,Paddy Hills,https://s3-media0.fl.yelpcdn.com/bphoto/3HDfWqmHS5jnFTqfKq5kDg/348s.jpg,4 star rating,"['Asian Fusion', 'Cafes', 'Breakfast & Brunch']"
Alexandra,Makko Teck Neo,https://s3-media0.fl.yelpcdn.com/bphoto/yrU1zUPh9vXuntBM-jSdcA/348s.jpg,4.5 star rating,['Cafes']
Alexandra,Seasalt The Seafood Place,https://s3-media0.fl.yelpcdn.com/bphoto/nB5S3irWisNq-Uvm0wa-Ig/348s.jpg,3.5 star rating,['Seafood']
Alexandra,SkyLoft at iFly Singapore,https://s3-media0.fl.yelpcdn.com/bphoto/Jvd4ZBIgSTixwnZwEgy-cg/348s.jpg,4 star rating,"['Breakfast & Brunch', 'Italian']"
Alexandra,Refuel II,https://s3-media0.fl.yelpcdn.com/bphoto/edYEA8LPU2d7eLCQdKCuDg/348s.jpg,4 star rating,['Cafes']
Alexandra,Old Habits,https://s3-media0.fl.yelpcdn.com/bphoto/PpEWvE5J3LuDWYM4nXQCYQ/348s.jpg,5 star rating,['Cafes']
Alexandra,Dancing Crab,https://s3-media0.fl.yelpcdn.com/bphoto/6JRGzwwhP7OEM4B2Dj1adQ/348s.jpg,4 star rating,['Seafood']
Alexandra,Feng Kee Hainanese Curry Rice,https://s3-media0.fl.yelpcdn.com/bphoto/x5LYmI_EtZSWCVjhO7xD8w/348s.jpg,,['Singaporean']
Alexandra,timbre+,https://s3-media0.fl.yelpcdn.com/bphoto/c6hhUVJU1MzAlVkMfVPWYA/348s.jpg,3.5 star rating,"['Food Court', 'Venues & Event Spaces']"
Alexandra,Kee Hiong Klang Herbal Bak Kut Teh,https://s3-media0.fl.yelpcdn.com/bphoto/XqjG7wiWp0jxmnGIy2zuBw/348s.jpg,4 star rating,"['Chinese', 'Soup']"
Alexandra,Porn’s Sexy Thai Food,https://s3-media0.fl.yelpcdn.com/bphoto/52swIEpG_6U4H946lg06Cg/348s.jpg,3.5 star rating,['Thai']
Alexandra,E-Sarn Thai Corner,https://s3-media0.fl.yelpcdn.com/bphoto/gfBpi8YG8vGdsGkNnfcj0g/348s.jpg,4 star rating,['Thai']
Alexandra,Wei Yi Laksa & Prawn Noodle,https://s3-media0.fl.yelpcdn.com/bphoto/W-biWf8Lo7PMpa5CgoG5uA/348s.jpg,4.5 star rating,['Chinese']
Alexandra,Hor Fun Premium,https://s3-media0.fl.yelpcdn.com/bphoto/Chua0dCbKJfr0bHI39LyAg/348s.jpg,4 star rating,"['Chinese', 'Coffee & Tea']"
Alexandra,Marché,https://s3-media0.fl.yelpcdn.com/bphoto/8LL1YDXNfsovSqMvjoGGUQ/348s.jpg,4 star rating,['Restaurants']
Alexandra,Tapas 26,https://s3-media0.fl.yelpcdn.com/bphoto/mNZtPuDA3jlcr3W9NS0weg/348s.jpg,4 star rating,"['Tapas/Small Plates', 'Spanish']"
Alexandra,Tokyo Joe,https://s3-media0.fl.yelpcdn.com/bphoto/JlVPqmjU3_9tkX9oV86rIw/348s.jpg,4 star rating,['Japanese']
Alexandra,Depot Road Zhen Shan Mei Claypot Laksa,https://s3-media0.fl.yelpcdn.com/bphoto/a5Tss3Hn9g4EIo0KiR2HNA/348s.jpg,4 star rating,"['Noodles', 'Singaporean']"
Alexandra,Hopscotch Bar,https://s3-media0.fl.yelpcdn.com/bphoto/M9-JyUpve6JQ9gAiQo-KZA/348s.jpg,4.5 star rating,"['Cocktail Bars', 'Venues & Event Spaces', 'Singaporean']"
Alexandra,Chuan Kee Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/5rpvK161BLLV3qhmj6s6Nw/348s.jpg,4 star rating,['Seafood']
Alexandra,Bayswater Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/VFJkJjag3ry69ib3gED85Q/348s.jpg,4 star rating,['Mediterranean']
Alexandra,Fatty Cheong,https://s3-media0.fl.yelpcdn.com/bphoto/VI0IkZBGbmzTmWNx9k1Gpg/348s.jpg,3.5 star rating,['Chinese']
Alexandra,Room Coffee Bar,https://s3-media0.fl.yelpcdn.com/bphoto/sbapSSId9lTdAdlysJUz_Q/348s.jpg,4 star rating,['Italian']
Alexandra,Wildfire Chicken and Burger,https://s3-media0.fl.yelpcdn.com/bphoto/AQ42g1wdFlzIsmJVJp0ZyA/348s.jpg,4 star rating,"['Burgers', 'Bars', 'Fast Food']"
Alexandra,Pizza Pazza,https://s3-media0.fl.yelpcdn.com/bphoto/gKEYPEgpuzfxQFqQCHhWgg/348s.jpg,4.5 star rating,['Restaurants']
Alexandra,My Roasted Foods,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Food Court']
Alexandra,Basilico,https://s3-media0.fl.yelpcdn.com/bphoto/QHT9AzsI_n7kclDK7j-YbA/348s.jpg,4.5 star rating,"['Italian', 'Buffets']"
Alexandra,Trattoria Lafiandra,https://s3-media0.fl.yelpcdn.com/bphoto/EwSSGeT3oG0ycbM5erlceQ/348s.jpg,4 star rating,"['Italian', 'Wine Bars']"
Alexandra,Nakhon Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/tH3_GlS26odAufTd554uLA/348s.jpg,4 star rating,['Thai']
Alexandra,Chuckwagon BBQ & Grill,https://s3-media0.fl.yelpcdn.com/bphoto/1CWt0HEhmG9vmwQODOHVVg/348s.jpg,4.5 star rating,"['Barbeque', 'Steakhouses']"
Alexandra,Fat Cow,https://s3-media0.fl.yelpcdn.com/bphoto/LvOScn9lRIhNS_e3m6tY3A/348s.jpg,4 star rating,"['Japanese', 'Steakhouses']"
Alexandra,Otoko Ramen,https://s3-media0.fl.yelpcdn.com/bphoto/zup2nr04Oj0PQHGj0AZ7RA/348s.jpg,4 star rating,['Ramen']
Alexandra,Nakhon Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/tH3_GlS26odAufTd554uLA/348s.jpg,4 star rating,['Thai']
Alexandra,La Bussola,https://s3-media0.fl.yelpcdn.com/bphoto/APNART9h3wQtqqOCxMRHuw/348s.jpg,4 star rating,"['Vegetarian', 'Italian']"
Alexandra,Seng Huat Prawn Noodle Shop,https://s3-media0.fl.yelpcdn.com/bphoto/aaYKAorOmXeRN2ptJsSN6w/348s.jpg,5 star rating,['Chinese']
Alexandra,Indian Vegetarian,https://s3-media0.fl.yelpcdn.com/bphoto/Xl7tNzD1wAAWc-VamHa3YQ/348s.jpg,,['Indian']
Alexandra,Long Feng Shui Kway,https://s3-media0.fl.yelpcdn.com/bphoto/9XlVROjmFazPHAsgNzXSQg/348s.jpg,5 star rating,['Singaporean']
Alexandra,IKEA Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/vMJKSbjqYs2LF6n12rQPRg/348s.jpg,4 star rating,['Scandinavian']
Alexandra,Din Tai Fung,https://s3-media0.fl.yelpcdn.com/bphoto/zNb3sNTNdQPnSXYOlZjEjA/348s.jpg,3.5 star rating,"['Shanghainese', 'Taiwanese', 'Dumplings']"
Alexandra,Khansama Tandoori Village,https://s3-media0.fl.yelpcdn.com/bphoto/_Zm6rxaoVUfk9l-7Br1fww/348s.jpg,3.5 star rating,['Indian']
Alexandra,Takumi Tokyo,https://s3-media0.fl.yelpcdn.com/bphoto/MywWvJssObvJbQTuJNJJdQ/348s.jpg,3.5 star rating,['Japanese']
Alexandra,Ah Pang Steamboat Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/i5EcafS44kF8IGRe37i02Q/348s.jpg,4 star rating,"['Street Vendors', 'Seafood', 'Chinese']"
Alexandra,Dover Rd Hawker Centre,https://s3-media0.fl.yelpcdn.com/bphoto/eNPc-qbiLYDLVcxzt1mvQQ/348s.jpg,4 star rating,['Pakistani']
Alexandra,Tigerlily,https://s3-media0.fl.yelpcdn.com/bphoto/ub28ge02TB5ewNp0U-Sg6g/348s.jpg,4 star rating,['Asian Fusion']
Alexandra,Peperoni Pizzeria,https://s3-media0.fl.yelpcdn.com/bphoto/t3bw-eoMk0_Fagw6Vcmvsw/348s.jpg,4.5 star rating,"['Pizza', 'Italian']"
Alexandra,Bodacious Bar and Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/6_Wm-y9Fr_4EvFiSV6PLnQ/348s.jpg,4 star rating,"['Cocktail Bars', 'Cafes', 'Gastropubs']"
Alexandra,Jack’s Place Anchorpoint,https://s3-media0.fl.yelpcdn.com/bphoto/tETjf4ERI9MslXIJl5kQqQ/348s.jpg,2 star rating,['Steakhouses']
Alexandra,Dian Xiao Er Vivocity,https://s3-media0.fl.yelpcdn.com/bphoto/kS74HtTEsiWWKs0Z_wiL6Q/348s.jpg,4 star rating,['Chinese']
Alexandra,Food Republic,https://s3-media0.fl.yelpcdn.com/bphoto/cAKJBldfJWFkhiiFijGMxQ/348s.jpg,3.5 star rating,['Food Court']
Alexandra,Roots One North,https://s3-media0.fl.yelpcdn.com/bphoto/JVKI7Jx6FRI3ZQU-L8CULw/348s.jpg,4 star rating,['Cafes']
Alexandra,Tong Fong Fatt Hainanese Boneless Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/QMYQ0gEYuPjaUmoxHQQTnA/348s.jpg,4.5 star rating,"['Chinese', 'Farmers Market']"
Alexandra,Gram,https://s3-media0.fl.yelpcdn.com/bphoto/2hXHllz51x2nT_rjh0jsUg/348s.jpg,4.5 star rating,"['Pancakes', 'Cafes']"
Alexandra,Shi Le Yuan 實叻園,https://s3-media0.fl.yelpcdn.com/bphoto/LBFEIUKRRautSIeHNz_vEw/348s.jpg,,"['Farmers Market', 'Teochew']"
Alexandra,Star Yong Kwang Bbq Seafood,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Chinese']
Alexandra,UNA at One Rochester,https://s3-media0.fl.yelpcdn.com/bphoto/klzwm-bXYIIj_sO67bDCbQ/348s.jpg,3.5 star rating,"['Mediterranean', 'Tapas/Small Plates', 'Spanish']"
Alexandra,Sugar ‘N Spice,https://s3-media0.fl.yelpcdn.com/bphoto/SoUrFU5SSqeM3iFbNLFqFA/348s.jpg,,['Vietnamese']
Alexandra,Chef’s Noodle,https://s3-media0.fl.yelpcdn.com/bphoto/FnB0gg59zk4ZEwF6zJFXpA/348s.jpg,5 star rating,['Korean']
Alexandra,Ah Pang,https://s3-media0.fl.yelpcdn.com/bphoto/lhjDYSmWHb32kaaq2GZzcw/348s.jpg,4.5 star rating,['Seafood']
Alexandra,Takagi Ramen,https://s3-media0.fl.yelpcdn.com/bphoto/zWivtplR-KQN8WNsWYxbJA/348s.jpg,3 star rating,['Ramen']
Alexandra,Tamarind Hill,https://s3-media0.fl.yelpcdn.com/bphoto/D3s4NoZ30hWmxN0GY1XCtw/348s.jpg,3.5 star rating,['Thai']
Alexandra,The Dempsey Cookhouse & Bar,https://s3-media0.fl.yelpcdn.com/bphoto/KYaVJ0kFIHnHJkKA6qAz0A/348s.jpg,4 star rating,['Asian Fusion']
Alexandra,Chun Kee,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Teochew']
Alexandra,Three Peacocks,https://s3-media0.fl.yelpcdn.com/bphoto/1OnRWFGQvEYUl7XcNxCvqw/348s.jpg,3.5 star rating,"['Bars', 'Seafood', 'Buffets']"
Alexandra,The Sugar Fairy SG,https://s3-media0.fl.yelpcdn.com/bphoto/JPLPDj_zSVqADWa3nPSyVQ/348s.jpg,4 star rating,"['Waffles', 'Desserts']"
Alexandra,PS.Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/SePN61ohNpMZERRfooAPZw/348s.jpg,3.5 star rating,"['Cafes', 'Bars']"
Alexandra,Da Paolo Dempsey,https://s3-media0.fl.yelpcdn.com/bphoto/RJ_74dLpoMXCYe2Ez7B3fA/348s.jpg,2.5 star rating,"['Italian', 'Bakeries', 'Cafes']"
Alexandra,2it & Drink,https://s3-media0.fl.yelpcdn.com/bphoto/wT9vcbiYxS9Tv0uEdJfiug/348s.jpg,4.5 star rating,"['Italian', 'Bars', 'Pizza']"
Alexandra,Ramen Atelier,https://s3-media0.fl.yelpcdn.com/bphoto/_-tAtWD76wJEiEyOGpPVHA/348s.jpg,4 star rating,['Ramen']
Alexandra,Trapizza,https://s3-media0.fl.yelpcdn.com/bphoto/EvA1OMN3UJSfDkqibVqWWg/348s.jpg,3 star rating,"['Pizza', 'Italian', 'Desserts']"
Alexandra,Boufe Boutique Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/HDpKtDQmOg1j_LMt8zVnpQ/348s.jpg,4 star rating,"['Cafes', 'Bakeries', 'Desserts']"
Alexandra,Trapizza,https://s3-media0.fl.yelpcdn.com/bphoto/EvA1OMN3UJSfDkqibVqWWg/348s.jpg,3 star rating,"['Pizza', 'Italian', 'Desserts']"
Alexandra,Ah Pang,https://s3-media0.fl.yelpcdn.com/bphoto/lhjDYSmWHb32kaaq2GZzcw/348s.jpg,4.5 star rating,['Seafood']
Alexandra,Ramen Atelier,https://s3-media0.fl.yelpcdn.com/bphoto/_-tAtWD76wJEiEyOGpPVHA/348s.jpg,4 star rating,['Ramen']
Alexandra,Boufe Boutique Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/HDpKtDQmOg1j_LMt8zVnpQ/348s.jpg,4 star rating,"['Cafes', 'Bakeries', 'Desserts']"
Alexandra,Ristorante Pietrasanta,https://s3-media0.fl.yelpcdn.com/bphoto/Dp1nYuMhf4EbT2c-TDXdfQ/348s.jpg,4 star rating,"['Italian', 'Diners', 'Pizza']"
Alexandra,Shinji By Kanesaka,https://s3-media0.fl.yelpcdn.com/bphoto/GO31cJPJy3vUnAAEutZrBA/348s.jpg,4.5 star rating,"['Sushi Bars', 'Japanese']"
Alexandra,The Bakery Chef,https://s3-media0.fl.yelpcdn.com/bphoto/3f6STwnSqeP3SY2_jtu8ig/348s.jpg,4 star rating,['Cafes']
Alexandra,Ju Shin Jung,https://s3-media0.fl.yelpcdn.com/bphoto/7Fz7kt1gXsakmyR1Xb-70A/348s.jpg,4 star rating,['Korean']
Alexandra,Tong Kee Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/C_3az6tUpa_nepF1nAdVpQ/348s.jpg,5 star rating,['Chinese']
Alexandra,Local Plus,https://s3-media0.fl.yelpcdn.com/bphoto/-FpCch-fTRUW_2E6mersbw/348s.jpg,,['Singaporean']
Alexandra,Killiney Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/wkfIfuHNBCGjnn13ZXJ_vQ/348s.jpg,1 star rating,"['Cafes', 'Breakfast & Brunch']"
Alexandra,Rangooli Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/A8M0BrMxxDubQ9As5RU3DA/348s.jpg,5 star rating,['Indian']
Alexandra,Peony Jade @ Keppel Club,https://s3-media0.fl.yelpcdn.com/bphoto/Mt4MbYgAVcsmNz9a0403sg/348s.jpg,4 star rating,"['Cantonese', 'Szechuan']"
Alexandra,Summer Palace,https://s3-media0.fl.yelpcdn.com/bphoto/Uk2bR7bCF3kyatD5ob2YYg/348s.jpg,4 star rating,"['Dim Sum', 'Cantonese']"
Alexandra,Empress Porridge,https://s3-media0.fl.yelpcdn.com/bphoto/vmlr3-GeBzmoD0Ojo9EOiA/348s.jpg,4 star rating,['Congee']
Alexandra,Spuds And Aprons,https://s3-media0.fl.yelpcdn.com/bphoto/kTVAa72HAKKJqrwlSPHrcg/348s.jpg,3.5 star rating,['Asian Fusion']
Alexandra,Toast Box,https://s3-media0.fl.yelpcdn.com/bphoto/4haryaLaZzBbQharLLBa-Q/348s.jpg,5 star rating,['Cafes']
Alexandra,Faber Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/0ESGG7QuHuq24_eC5-ylWw/348s.jpg,3.5 star rating,['Asian Fusion']
Alexandra,Nature Vegetarian Delights,https://s3-media0.fl.yelpcdn.com/bphoto/CavSAYBaz7-0qBizbHvxpQ/348s.jpg,5 star rating,['Vegetarian']
Alexandra,Hong Kong Street Chun Kee,https://s3-media0.fl.yelpcdn.com/bphoto/7_p-RyDcwHbRBDc6zD7PUw/348s.jpg,4 star rating,['Chinese']
Alexandra,Donna Carmela,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Italian']
Alexandra,Wong Kee Noodle,https://s3-media0.fl.yelpcdn.com/bphoto/JA2FmLfEKTS8tMzaj5XAhw/348s.jpg,,['Asian Fusion']
Alexandra,The Daily Cut,https://s3-media0.fl.yelpcdn.com/bphoto/LXm8Lm_MNux8LEsWIF8fhw/348s.jpg,4 star rating,['Salad']
Alexandra,The White Rabbit,https://s3-media0.fl.yelpcdn.com/bphoto/d1oKECNyuKIxLPulVr6uBg/348s.jpg,3.5 star rating,"['Bars', 'Modern European']"
Alexandra,Margarita’s Dempsey Hill,https://s3-media0.fl.yelpcdn.com/bphoto/ypbb5xIFL3JqyXv6079lWw/348s.jpg,3.5 star rating,['Mexican']
Alexandra,Chili Padi Nonya Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/0C8a9ni1NCRbl1UlV1tjQQ/348s.jpg,3 star rating,['Cafes']
Alexandra,Magic Square,https://s3-media0.fl.yelpcdn.com/bphoto/sjUjYA0N8yIdt1scBIUiDw/348s.jpg,4 star rating,['Singaporean']
Alexandra,Jentan’s Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/DKfIywEsQpwoLuIhyGAnYg/348s.jpg,3 star rating,"['Pizza', 'Italian']"
Alexandra,Culina,https://s3-media0.fl.yelpcdn.com/bphoto/E06jtWhNdaq8r33Wv8RDQg/348s.jpg,4 star rating,"['Bistros', 'Specialty Food']"
Alexandra,The Sapling,https://s3-media0.fl.yelpcdn.com/bphoto/WmjlY7UASXtTufcbwKALsg/348s.jpg,4 star rating,"['Desserts', 'Fast Food', 'American (Traditional)']"
Alexandra,Teck Ji Vegetarian Food,https://s3-media0.fl.yelpcdn.com/bphoto/i6OIkh7mTHDgsLMHWdeqbw/348s.jpg,,"['Chinese', 'Vegetarian', 'Convenience Stores']"
Alexandra,Tenshin,https://s3-media0.fl.yelpcdn.com/bphoto/zohqbzLPwitjhbKID9WXHQ/348s.jpg,4.5 star rating,['Japanese']
Alexandra,Fook Seng Goldenhill Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/mj0_gOE06WQHrv8F1AsoEw/348s.jpg,3.5 star rating,['Restaurants']
Alexandra,The Marshmallow Tree,https://s3-media0.fl.yelpcdn.com/bphoto/QRePUp8vDbuVRdKskjFQfw/348s.jpg,3.5 star rating,"['Desserts', 'Cafes', 'Coffee & Tea']"
Alexandra,Chang Korean Charcoal BBQ,https://s3-media0.fl.yelpcdn.com/bphoto/toDGABnS2FnFRorziUyY8Q/348s.jpg,3.5 star rating,['Korean']
Alexandra,Syun,https://s3-media0.fl.yelpcdn.com/bphoto/KNPwxxNTrLjjTVwnAr0MSw/348s.jpg,4 star rating,['Japanese']
