neighbourhood,name,href,rating,category
Ann Siang Hill,Alati,https://s3-media0.fl.yelpcdn.com/bphoto/ussmqcqe2AQ4qFEzqrrj9w/348s.jpg,4.5 star rating,['Greek']
Ann Siang Hill,Beaujolais Wine Bar,https://s3-media0.fl.yelpcdn.com/bphoto/hh3Df0L18NbULqUCpzEFJQ/348s.jpg,,['Restaurants']
Ann Siang Hill,Alati,https://s3-media0.fl.yelpcdn.com/bphoto/ussmqcqe2AQ4qFEzqrrj9w/348s.jpg,4.5 star rating,['Greek']
Ann Siang Hill,Mamounia Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/18wJB82fxsgZGiu2bLkn2w/348s.jpg,,['Mediterranean']
Ann Siang Hill,Fotia,https://s3-media0.fl.yelpcdn.com/bphoto/WtG-ogKsH5_Bs3nF6BM6rA/348s.jpg,5 star rating,"['Greek', 'Seafood']"
Ann Siang Hill,Jerry’s BBQ and Grill,https://s3-media0.fl.yelpcdn.com/bphoto/m3oQLGCU6lubCibGXrIatw/348s.jpg,3.5 star rating,['Barbeque']
Ann Siang Hill,Crab Song,https://s3-media0.fl.yelpcdn.com/bphoto/1TclqnRyv00PjQTTQNJBXw/348s.jpg,4 star rating,['Seafood']
Ann Siang Hill,Maggie Joan’s,https://s3-media0.fl.yelpcdn.com/bphoto/KdXFMS6xF_alOOuJ-wl4Fw/348s.jpg,4 star rating,['Mediterranean']
Ann Siang Hill,Chee Cheong Fun Club,https://s3-media0.fl.yelpcdn.com/bphoto/3r971FS8I7TmMbqe_tcBzA/348s.jpg,4 star rating,['Malaysian']
Ann Siang Hill,L’Angelus,https://s3-media0.fl.yelpcdn.com/bphoto/FUILTokpEZjRrVrtJAeTrw/348s.jpg,4 star rating,['French']
Ann Siang Hill,Tapow,https://s3-media0.fl.yelpcdn.com/bphoto/jMOb3JFcqTQK8W3pbRZhSA/348s.jpg,,"['Bars', 'Asian Fusion']"
Ann Siang Hill,Linda’s Home Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/WRgLrkMt0qRWr2kaXRTBcA/348s.jpg,4 star rating,['Singaporean']
Ann Siang Hill,Cloudstreet,https://s3-media0.fl.yelpcdn.com/bphoto/i4rXIYdfSMH9ZRw6HUp6Lg/348s.jpg,5 star rating,"['Sri Lankan', 'Australian', 'Wine Bars']"
Ann Siang Hill,Tiger’s Milk,https://s3-media0.fl.yelpcdn.com/bphoto/pCW7BVu3nmt9KPlZCOYVEA/348s.jpg,2.5 star rating,"['Latin American', 'Cocktail Bars']"
Ann Siang Hill,My Awesome Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/qgFsIW3jmKxp1Ousz1k-sA/348s.jpg,4 star rating,['Cafes']
Ann Siang Hill,Koi Sushi and Izakaya,https://s3-media0.fl.yelpcdn.com/bphoto/P_QdxKnxJyvazb0x1aQCHw/348s.jpg,3 star rating,"['Japanese', 'Pubs']"
Ann Siang Hill,Hyang Yeon,https://s3-media0.fl.yelpcdn.com/bphoto/CJjg1K3a7VdkE2miCDBmvg/348s.jpg,4.5 star rating,['Korean']
Ann Siang Hill,Noti Restaurant & Bar,https://s3-media0.fl.yelpcdn.com/bphoto/sNmlvLuSvprZpEJK264BRg/348s.jpg,3.5 star rating,['Italian']
Ann Siang Hill,Luke’s Oyster Bar & Chop House,https://s3-media0.fl.yelpcdn.com/bphoto/vmIwMvbTi_jABu0DzCK7WA/348s.jpg,4 star rating,"['Seafood', 'American (Traditional)']"
Ann Siang Hill,Ban Mian Fish Soup,https://s3-media0.fl.yelpcdn.com/bphoto/Gew74pyUQM8nIYMhA9areg/348s.jpg,5 star rating,"['Street Vendors', 'Chinese']"
Ann Siang Hill,Cafe Insadong,https://s3-media0.fl.yelpcdn.com/bphoto/yiF5F9pbHlUlVLoRw6Y5OQ/348s.jpg,4 star rating,['Cafes']
Ann Siang Hill,Senso Ristorante & Bar,https://s3-media0.fl.yelpcdn.com/bphoto/alvB5YeP-El-HxCMxbKJQQ/348s.jpg,4 star rating,['Italian']
Ann Siang Hill,Trattoria Pizzeria Cugini,https://s3-media0.fl.yelpcdn.com/bphoto/M0phgOFnHHk0b-l2VUUC_A/348s.jpg,2.5 star rating,['Pizza']
Ann Siang Hill,Hainanese Curry Rice,https://s3-media0.fl.yelpcdn.com/bphoto/CTyZIIeUoZGVRiiFpDHqcQ/348s.jpg,4.5 star rating,['Chinese']
Ann Siang Hill,Da Paolo HQ Club Street,https://s3-media0.fl.yelpcdn.com/bphoto/idDWXTmMxwAiQQpFwjPC9g/348s.jpg,3 star rating,"['Italian', 'Salad', 'Pizza']"
Ann Siang Hill,Belimbing Superstar,https://s3-media0.fl.yelpcdn.com/bphoto/1r1XVBJt0FtpRU4t2YsANg/348s.jpg,4 star rating,['Asian Fusion']
Ann Siang Hill,Nouri,https://s3-media0.fl.yelpcdn.com/bphoto/UwJvk2TGUadfYA27f4kkyQ/348s.jpg,4.5 star rating,['Singaporean']
Ann Siang Hill,The Market Grill,https://s3-media0.fl.yelpcdn.com/bphoto/Ri1PZYpZW2Bz80ANzai-ug/348s.jpg,4 star rating,"['Diners', 'American (Traditional)']"
Ann Siang Hill,Eight Treasures Vegetarian,https://s3-media0.fl.yelpcdn.com/bphoto/k5hC2Br-PRNfJ_wSp9c6YQ/348s.jpg,4 star rating,['Vegetarian']
Ann Siang Hill,Ci Yan Organic Vegetarian Health Food,https://s3-media0.fl.yelpcdn.com/bphoto/vqKeFbq1tEvH827LU8xaUw/348s.jpg,4 star rating,['Chinese']
Ann Siang Hill,Wanton Seng’s Noodle Bar,https://s3-media0.fl.yelpcdn.com/bphoto/WMgwFFqQU5zo2I546eWfgw/348s.jpg,4 star rating,"['Bars', 'Asian Fusion']"
Ann Siang Hill,Meat Smith,https://s3-media0.fl.yelpcdn.com/bphoto/P_ZLcBV9ZQ-Jo_3R288lag/348s.jpg,4 star rating,"['Barbeque', 'Bars', 'American (Traditional)']"
Ann Siang Hill,CATO,https://s3-media0.fl.yelpcdn.com/bphoto/Y2H81bV6nqov2mTZAfip2A/348s.jpg,4.5 star rating,"['Desserts', 'Salad', 'Asian Fusion']"
Ann Siang Hill,Si Wei Yan,https://s3-media0.fl.yelpcdn.com/bphoto/WJtE0wHnPoOLHfJwxjxpkw/348s.jpg,5 star rating,['Szechuan']
Ann Siang Hill,Tasty Barbecue Ye Lai Xiang,https://s3-media0.fl.yelpcdn.com/bphoto/sAGKzfJznkxExnU82w9o6g/348s.jpg,5 star rating,['Barbeque']
Ann Siang Hill,Basque Kitchen by Aitor,https://s3-media0.fl.yelpcdn.com/bphoto/2Pn0OT5n6Ew-boYqHwLvvQ/348s.jpg,4 star rating,['Spanish']
Ann Siang Hill,Park Bench Deli,https://s3-media0.fl.yelpcdn.com/bphoto/pwmbPUp38EG7Oa0aFgH72Q/348s.jpg,4 star rating,['Sandwiches']
Ann Siang Hill,Los Primos Taberna Y Tapas,https://s3-media0.fl.yelpcdn.com/bphoto/MMiFYEtFErndLwAatUvkAQ/348s.jpg,2.5 star rating,['Spanish']
Ann Siang Hill,La Cicala,https://s3-media0.fl.yelpcdn.com/bphoto/CQ0KEVw4JR_ush4X-8pkyQ/348s.jpg,3 star rating,['Spanish']
Ann Siang Hill,Rafaels Bistro Singapore,https://s3-media0.fl.yelpcdn.com/bphoto/8PcC4a1sY50h9aSgkO0tMg/348s.jpg,5 star rating,['Bistros']
Ann Siang Hill,Lao Ban Soya Beancurd,https://s3-media0.fl.yelpcdn.com/bphoto/bVDeX8WtaVWsD3z9CLASMQ/348s.jpg,4.5 star rating,"['Desserts', 'Food Stands']"
Ann Siang Hill,Aloha Poke,https://s3-media0.fl.yelpcdn.com/bphoto/Ia2KLFtXmWAZBQmWbmfeMw/348s.jpg,3.5 star rating,"['Hawaiian', 'Poke']"
Ann Siang Hill,Heng Heng Hainanese Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/HBfrE1TUdWIGfKjBi_S-_A/348s.jpg,4.5 star rating,"['Chicken Shop', 'Hainan']"
Ann Siang Hill,La Cicala,https://s3-media0.fl.yelpcdn.com/bphoto/CQ0KEVw4JR_ush4X-8pkyQ/348s.jpg,3 star rating,['Spanish']
Ann Siang Hill,Chuan Yang Ji,https://s3-media0.fl.yelpcdn.com/bphoto/Na36hDQP1Pfbn98aqyRyiA/348s.jpg,5 star rating,"['Hot Pot', 'Chinese', 'Soup']"
Ann Siang Hill,"Rojak, Popiah & Cockle",https://s3-media0.fl.yelpcdn.com/bphoto/n6wPJGYInEV3_iQLq__b0A/348s.jpg,4 star rating,"['Singaporean', 'Malaysian']"
Ann Siang Hill,The Flying Squirrel,https://s3-media0.fl.yelpcdn.com/bphoto/1SNEVIFlWnOy7zg9jMvqcA/348s.jpg,3.5 star rating,['Cafes']
Ann Siang Hill,Napoleon Food & Wine Bar,https://s3-media0.fl.yelpcdn.com/bphoto/MwJIIYFKzue3b4QkBkN-BA/348s.jpg,3.5 star rating,"['Modern European', 'Wine Bars']"
Ann Siang Hill,Hong Xiang Hainanese Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/bbWJtuBAcFeOl51Cx-8u1Q/348s.jpg,4.5 star rating,"['Chicken Shop', 'Hainan']"
Ann Siang Hill,Le Tonkin Restaurant & Lounge,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Vietnamese']
Ann Siang Hill,Kim Joo Guan,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Korean']
Ann Siang Hill,Maxwell Hainanese Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/3_dzSFyZXxgtlH-IncGe6A/348s.jpg,4 star rating,"['Chicken Shop', 'Singaporean']"
Ann Siang Hill,PS.Cafe Ann Siang,https://s3-media0.fl.yelpcdn.com/bphoto/SzfffO-w8hyPSYDrRChsKQ/348s.jpg,3 star rating,"['Modern European', 'Desserts']"
Ann Siang Hill,Burlamacco Ristorante,https://s3-media0.fl.yelpcdn.com/bphoto/r7MD3vbB2q1tytxGFNsKag/348s.jpg,,['Italian']
Ann Siang Hill,Jin Hua Fish Head Beehoon,https://s3-media0.fl.yelpcdn.com/bphoto/JMJqGR43LWi5Zclyhg4aGg/348s.jpg,3.5 star rating,"['Chinese', 'Seafood']"
Ann Siang Hill,Kimme,https://s3-media0.fl.yelpcdn.com/bphoto/RqL4eV1Dz5JFkdXIyKx_Vg/348s.jpg,5 star rating,['Asian Fusion']
Ann Siang Hill,Solo Ristorante,https://s3-media0.fl.yelpcdn.com/bphoto/IfvvgTlAGDcEfn4PgbsHKQ/348s.jpg,4 star rating,['Italian']
Ann Siang Hill,Somerset Delicacies,https://s3-media0.fl.yelpcdn.com/bphoto/6WWcdkKdOm74e2PYuEiU8g/348s.jpg,3.5 star rating,"['Chinese', 'Food Stands']"
Ann Siang Hill,Maxwell Food Center,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Food Court']
Ann Siang Hill,Oven & Fried Chicken,https://s3-media0.fl.yelpcdn.com/bphoto/aGw6zQsMXa7G91gjCvUuGA/348s.jpg,3 star rating,"['Korean', 'Chicken Shop']"
Ann Siang Hill,The Bowl Co,https://s3-media0.fl.yelpcdn.com/bphoto/R5KZIewGRVL-qOyQatKf7g/348s.jpg,,"['Vegetarian', 'Vegan', 'Asian Fusion']"
Ann Siang Hill,China Street Fritters,https://s3-media0.fl.yelpcdn.com/bphoto/5-ZcnXXZ6wlTlzzYzHsQPQ/348s.jpg,4 star rating,"['Food Stands', 'Chinese']"
Ann Siang Hill,Popo and Nana Delights,https://s3-media0.fl.yelpcdn.com/bphoto/k0v3m41hiwiIfHeLwx_ljw/348s.jpg,4 star rating,['Asian Fusion']
Ann Siang Hill,Lee Tong Kee,https://s3-media0.fl.yelpcdn.com/bphoto/W4r0wfrRigIQ1elyTAER6A/348s.jpg,3.5 star rating,"['Cafes', 'Chinese']"
Ann Siang Hill,Lan Zhou La Mian,https://s3-media0.fl.yelpcdn.com/bphoto/YZcDgnjIBLqFwnGHsPMnGg/348s.jpg,3.5 star rating,['Chinese']
Ann Siang Hill,Maxwell Food Center,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Food Court']
Ann Siang Hill,Ka-Soh,https://s3-media0.fl.yelpcdn.com/bphoto/gaTDChK3iUsQMuze3jetQg/348s.jpg,3.5 star rating,['Chinese']
Ann Siang Hill,136 Hong Kong Street Fish Head Steamboat,https://s3-media0.fl.yelpcdn.com/bphoto/v5gz1IvZ3C6VHqlURwm7qg/348s.jpg,3.5 star rating,"['Singaporean', 'Chinese']"
Ann Siang Hill,Tong Fong Fatt Hainanese Boneless Chicken Rice,https://s3-media0.fl.yelpcdn.com/bphoto/Uo0h-lm_uZ8EWbvKSJAQ8w/348s.jpg,4.5 star rating,['Hainan']
Ann Siang Hill,Chinese Bao Ding BBQ,https://s3-media0.fl.yelpcdn.com/bphoto/ZfpWBSk3dHlKDC6mjGZ4Bw/348s.jpg,,"['Barbeque', 'Chinese']"
Ann Siang Hill,Gayatri,https://s3-media0.fl.yelpcdn.com/bphoto/MXhcbXGT_u6a4DSjbViNsQ/348s.jpg,3.5 star rating,['Indian']
Ann Siang Hill,Bar-A-Thym,https://s3-media0.fl.yelpcdn.com/bphoto/Bc-qBZEVjqOmAbmeCP3P3g/348s.jpg,3.5 star rating,['French']
Ann Siang Hill,Meii Sushi,https://s3-media0.fl.yelpcdn.com/bphoto/Ez-5WYBeHQYTgQKlq7jZRw/348s.jpg,3 star rating,['Sushi Bars']
Ann Siang Hill,Swee Ting,https://s3-media0.fl.yelpcdn.com/bphoto/7Hkrr27WoK0MP3PZBHhfUQ/348s.jpg,,['Chinese']
Ann Siang Hill,Fu Ji Fu Zhao Fishball Wanton Noodle,https://s3-media0.fl.yelpcdn.com/bphoto/HVrgq8U4fi_sfO1zrkhiRA/348s.jpg,3 star rating,"['Hawker Centre', 'Noodles']"
Ann Siang Hill,Sisaket Thai Food,https://s3-media0.fl.yelpcdn.com/bphoto/-Sl_Q-uONZfL2kaxgz4zIQ/348s.jpg,5 star rating,['Thai']
Ann Siang Hill,Well Dressed Salad Bar & Café,https://s3-media0.fl.yelpcdn.com/bphoto/0QKSK_5zFuEKQxi01OBM-Q/348s.jpg,4 star rating,"['Salad', 'Vegetarian']"
Ann Siang Hill,PHO 99 Vietnamese Delights,https://s3-media0.fl.yelpcdn.com/bphoto/Ix-vrWIRFH0kiKN1P3IljA/348s.jpg,3 star rating,['Vietnamese']
Ann Siang Hill,Annalakshmi Janatha,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Vegetarian', 'Indian']"
Ann Siang Hill,BBQ World Korean Restaurant,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Korean']
Ann Siang Hill,Zhong Hua Bao Ding,https://s3-media0.fl.yelpcdn.com/bphoto/dGQvwMkAHKBGOpJgB5liGQ/348s.jpg,3 star rating,['Chinese']
Ann Siang Hill,Wang Dae Bak Pocha,https://s3-media0.fl.yelpcdn.com/bphoto/fP_0l1egcQDfYcB6xJkMpg/348s.jpg,,['Korean']
Ann Siang Hill,Hajmeer Kwaja Muslim Food,https://s3-media0.fl.yelpcdn.com/bphoto/X_VrUadw4nLzI2mAgZH95g/348s.jpg,4.5 star rating,['Indian']
Ann Siang Hill,Wang Dae Bak Pocha,https://s3-media0.fl.yelpcdn.com/bphoto/fP_0l1egcQDfYcB6xJkMpg/348s.jpg,,['Korean']
Ann Siang Hill,Chuan Jiang Hao Zi,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Chinese']
Ann Siang Hill,Yoyogi,https://s3-media0.fl.yelpcdn.com/bphoto/iFaK8gCUxB6rSLvv_YcwCA/348s.jpg,2 star rating,['Japanese']
Ann Siang Hill,Manchu Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/NZDgtHr_8YtakDe5QHFycA/348s.jpg,,['Chinese']
Ann Siang Hill,100g Korean Charcoal BBQ Restaurant,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Korean', 'Barbeque']"
Ann Siang Hill,Stamping Ground,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Cafes', 'Coffee & Tea']"
Ann Siang Hill,Holland Village XO Fish Head Bee Hun,https://s3-media0.fl.yelpcdn.com/bphoto/tTC3p6-P0m9QskrU0_hftQ/348s.jpg,3.5 star rating,"['Local Flavor', 'Chinese']"
Ann Siang Hill,K-Tower,https://s3-media0.fl.yelpcdn.com/bphoto/EWOZp6OsRqAV3M0azZjv-A/348s.jpg,2 star rating,"['Korean', 'Hot Pot', 'Seafood']"
Ann Siang Hill,Crystal Jade Dim Sum,https://s3-media0.fl.yelpcdn.com/bphoto/8UhC5jP46MtTCGoPBNW9QA/348s.jpg,2 star rating,['Dim Sum']
Ann Siang Hill,Dong Fang Hong Korean Chinese Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/2PAEIu23WDM25KojJHB3xg/348s.jpg,4 star rating,"['Korean', 'Chinese']"
Ann Siang Hill,Drinks & Desserts Corner,https://s3-media0.fl.yelpcdn.com/bphoto/v993bnv9FesDzz93p4ov7w/348s.jpg,3 star rating,"['Desserts', 'Food Stands', 'Juice Bars & Smoothies']"
Ann Siang Hill,Creative Delight,https://s3-media0.fl.yelpcdn.com/bphoto/J93DyuAeKrDe7aKita6d2w/348s.jpg,,"['Dim Sum', 'Bakeries']"
Ann Siang Hill,Chinatown Cheng Kee Hokkien Mee,https://s3-media0.fl.yelpcdn.com/bphoto/mpbusELX0Ju4UCTHcWuAAg/348s.jpg,3 star rating,['Chinese']
Ann Siang Hill,Yang Gui Fei,https://s3-media0.fl.yelpcdn.com/bphoto/kgnWP8Edh_es2WnP_jvrlQ/348s.jpg,3.5 star rating,['Szechuan']
Ann Siang Hill,Yi Jia Chun Soup,https://s3-media0.fl.yelpcdn.com/bphoto/FTcmRETTOVyRTKI3aFs58Q/348s.jpg,2.5 star rating,['Soup']
Ann Siang Hill,Sushi Mentai,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Sushi Bars']
Ann Siang Hill,Crazy World Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/bOff-5ilXaucAGRxHJc2Cw/348s.jpg,3 star rating,['Cafes']
Ann Siang Hill,Food Street Fried Kway Teow,https://s3-media0.fl.yelpcdn.com/bphoto/S_KZ0YrwrNM1Pb4I99Wn6A/348s.jpg,3 star rating,"['Street Vendors', 'Chinese']"
Ann Siang Hill,Hamjipark,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Korean']
Ann Siang Hill,Sunto Gyoza,https://s3-media0.fl.yelpcdn.com/bphoto/WVpIEw6zhwusPBGzfjjAkg/348s.jpg,,['Japanese']
,,,Page: 6,
,,,,
,,,,
