Date,Address,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Month,Day,Week,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DayDuration,R_Humid
2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,2007,5,29,22,1,88,60,74.0,58,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18,6.5,896,57.39844888625208
2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,1,0,2007,5,29,22,1,88,60,74.0,58,65.0,0.0,9.0,0.0,29.39,30.11,5.8,18,6.5,896,57.39844888625208
2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,1,0,2007,5,29,22,2,88,65,76.0,59,66.0,0.0,12.0,0.0,29.44,30.09,5.8,16,7.4,896,55.64738458327224
2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,5,29,22,2,88,65,76.0,59,66.0,0.0,12.0,0.0,29.44,30.09,5.8,16,7.4,896,55.64738458327224
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,5,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,T002,41.95469,-87.800991,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,T045,41.9216,-87.666455,2,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,T045,41.9216,-87.666455,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,T046,41.891118,-87.654491,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,T048,41.867108,-87.654224,2,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,2,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,4,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T143,41.999129,-87.795585,9,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,3,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T009,41.981964,-87.812827,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T016,42.011601,-87.811506,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,T019,41.94983,-87.698457,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T025,41.979243,-87.750938,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,T033,41.906638,-87.701431,3,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,T089,41.723195,-87.64997,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,T090,41.868077,-87.666901,7,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,2,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,T135,41.662014,-87.724608,4,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,T135,41.662014,-87.724608,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T141,41.961743,-87.76007,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T142,41.953067,-87.776792,3,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,T146,41.958271,-87.702575,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,T150,42.006858,-87.675919,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,T151,41.916265,-87.800515,10,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,T154,41.918705,-87.752329,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,3,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,T158,41.682587,-87.707973,8,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,1,0,2007,6,5,23,2,63,51,57.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,906,69.17919044473983
2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,T218,41.948167,-87.730698,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,T220,41.963976,-87.69181,1,0,2007,6,5,23,1,64,47,56.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,906,74.47077718456157
2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,4,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX SALINARIUS,T002,41.95469,-87.800991,1,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
2007-06-26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,1,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
2007-06-26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,T007,41.994991,-87.769279,4,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
2007-06-26,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,1,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
2007-06-26,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,T046,41.891118,-87.654491,6,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,2,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,5,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,T129,41.891126,-87.61156,1,0,2007,6,26,26,2,91,73,82.0,69,72.0,0.0,17.0,0.0,29.45,30.09,7.3,21,8.1,913,64.83182192304785
2007-06-26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,2007,6,26,26,1,92,70,81.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,913,66.9744143673071
